id,cityDesc,provDesc,regDesc,latitude,longitude
1396,Sapa-Sapa,Tawi-Tawi,BARMM,5.075,120.175
1397,Sapi-an,Capiz,REGION VI ,11.5,122.6
1398,Sara,Iloilo,REGION VI ,11.25,123.017
1399,Sarangani,Davao Occidental,REGION XI ,5.4,125.467
1400,Sariaya,Quezon,REGION IV-A ,13.967,121.533
1401,Sarrat,Ilocos Norte,REGION I ,18.167,120.65
1402,Sasmuan,Pampanga,REGION III ,14.933,120.617
1403,Science City Of Mu?oz,Nueva Ecija,REGION III ,15.717,120.9
1404,Sebaste,Antique,REGION VI ,11.583,122.1
1405,Senator Ninoy Aquino,Sultan Kudarat,REGION XII ,6.467,124.333
1406,Sergio Osme?a Sr.,Zamboanga del Norte,REGION IX ,8.267,123.383
1407,Sevilla,Bohol,REGION VII ,9.7,124.05
1408,Shariff Aguak,Maguindanao,BARMM,6.86472,124.44167
1409,Shariff Saydona Mustapha,Maguindanao,BARMM,6.9666694,124.5
1410,Siasi,Sulu,BARMM,5.55,120.817
1411,Siaton,Negros Oriental,REGION VII ,9.067,123.033
1412,Siay,Zamboanga Sibugay,REGION IX ,7.717,122.883
1413,Siayan,Zamboanga del Norte,REGION IX ,8.133,123.1
1414,Sibagat,Agusan del Sur,REGION XIII ,8.817,125.7
1415,Sibalom,Antique,REGION VI ,10.783,122.017
1416,Sibonga,Cebu,REGION VII ,10.03,123.57
1417,Sibuco,Zamboanga del Norte,REGION IX ,7.283,122.067
1418,Sibulan,Negros Oriental,REGION VII ,9.35,123.283
1419,Sibunag,Guimaras,REGION VI ,10.5,122.667
1420,Sibutad,Zamboanga del Norte,REGION IX ,8.6,123.467
1421,Sibutu,Tawi-Tawi,BARMM,4.683,119.467
1422,Sierra Bullones,Bohol,REGION VII ,9.82,124.28
1423,Sigay,Ilocos Sur,REGION I ,17.033,120.583
1424,Sigma,Capiz,REGION VI ,11.417,122.667
1425,Sikatuna,Bohol,REGION VII ,9.68,123.97
1426,Silago,Southern Leyte,REGION VIII ,10.533,125.15
1427,Silang,Cavite,REGION IV-A ,14.233,120.983
1428,Silay City,Negros Occidental,REGION VI ,10.8,122.967
1429,Silvino Lobos,Northern Samar,REGION VIII ,12.3,124.833
1430,Simunul,Tawi-Tawi,BARMM,4.9,119.833
1431,Sinacaban,Misamis Occidental,REGION X ,8.283,123.733
1432,Sinait,Ilocos Sur,REGION I ,17.86611,120.45806
1433,Sindangan,Zamboanga del Norte,REGION IX ,8.233,123
1434,Siniloan,Laguna,REGION IV-A ,14.417,121.45
1435,Siocon,Zamboanga del Norte,REGION IX ,7.7,122.133
1436,Sipalay City,Negros Occidental,REGION VI ,9.75,122.4
1437,Sipocot,Camarines Sur,REGION V ,13.767,122.983
1438,Siquijor,Siquijor,REGION VII ,9.22,123.52
1439,Sirawai,Zamboanga del Norte,REGION IX ,7.583,122.133
1440,Siruma,Camarines Sur,REGION V ,14,123.25
1441,Sison,Pangasinan,REGION I ,16.15694,120.52222
1442,Sison,Dinagat Islands,REGION XIII ,9.667,125.533
1443,Sitangkai,Tawi-Tawi,BARMM,4.667,119.4
1444,Socorro,Oriental Mindoro,REGION IV-B ,13.067,121.4
1445,Socorro,Dinagat Islands,REGION XIII ,9.633,125.95
1446,Sofronio Espa?ola,Palawan,REGION IV-B ,9.05,118.033
1447,Sogod,Cebu,REGION VII ,10.75,124
1448,Sogod,Leyte,REGION VIII ,10.4329,124.9948
1449,Sogod,Southern Leyte,REGION VIII ,10.383,124.983
1450,Solana,Cagayan,REGION II ,17.655,121.68889
1451,Solano,Nueva Vizcaya,REGION II ,16.52389,121.19194
1452,Solsona,Ilocos Norte,REGION I ,18.1,120.767
1453,Sominot,Zamboanga del Sur,REGION IX ,8.017,123.367
1454,Sorsogon City,Sorsogon,REGION V ,12.97,124
1455,South Ubian,Tawi-Tawi,BARMM,5.183,120.483
1456,South Upi,Maguindanao,BARMM,6.8548444,124.1443028
1457,Sual,Pangasinan,REGION I ,16.067,120.1
1458,Subic,Zambales,REGION III ,14.9,120.233
1459,Sudipen,La Union,REGION I ,16.9,120.45
1460,Sugbongcogon,Misamis Oriental,REGION X ,8.95,124.783
1461,Sugpon,Ilocos Sur,REGION I ,16.85,120.517
1462,Sulat,Eastern Samar,REGION VIII ,11.817,125.45
1463,Sulop,Davao Occidental,REGION XI ,6.6,125.35
1464,Sultan Dumalondong,Lanao del Sur,BARMM,7.67778,124.26778
1465,Sultan Kudarat,Maguindanao,BARMM,7.233,124.25
1466,Sultan Mastura,Maguindanao,BARMM,7.283,124.3
1467,Sultan Naga Dimaporo,Lanao del Norte,REGION X ,7.783,123.75
1468,Sultan sa Barongis,Maguindanao,BARMM,6.8,124.63333
1469,Sumilao,Bukidnon,REGION X ,8.283,124.95
1470,Sumisip,Basilan,BARMM,6.417,121.983
1471,Surallah,South Cotabato,REGION XII ,6.367,124.733
1472,Surigao City,Dinagat Islands,REGION XIII ,9.78,125.48
1473,Suyo,Ilocos Sur,REGION I ,16.98,120.52694
1474,Taal,Batangas,REGION IV-A ,13.89417,120.92917
1475,Tabaco City,Albay,REGION V ,13.35944,123.73028
1476,Tabango,Leyte,REGION VIII ,11.317,124.367
1477,Tabina,Zamboanga del Sur,REGION IX ,7.467,123.417
1478,Tabogon,Cebu,REGION VII ,10.93,124.03
1479,Tabontabon,Leyte,REGION VIII ,11.03,124.97
1480,Tabuan-Lasa,Basilan,BARMM,6.35,121.967
1481,Tabuelan,Cebu,REGION VII ,10.82,123.87
1482,Tabuk,Kalinga,CAR,17.45,121.45833
1483,Tacloban City,Leyte,REGION VIII ,11.24,125
1484,Tacurong City,Sultan Kudarat,REGION XII ,6.683,124.667
1485,Tadian,Mountain Province,CAR,17,120.817
1486,Taft,Eastern Samar,REGION VIII ,11.9,125.417
1487,Tagana-an,Dinagat Islands,REGION XIII ,9.7,125.583
1488,Tagapul-an,Samar,REGION VIII ,12.05,124.15
1489,Tagaytay City,Cavite,REGION IV-A ,14.1,120.933
1490,Tagbilaran City,Bohol,REGION VII ,9.65,123.85
1491,Tagbina,Surigao del Sur,REGION XIII ,8.45,126.167
1492,Tagkawayan,Quezon,REGION IV-A ,13.967,122.533
1493,Tago,Surigao del Sur,REGION XIII ,8.967,126.15
1494,Tagoloan,Lanao del Norte,REGION X ,8.133,124.267
1495,Tagoloan,Misamis Oriental,REGION X ,8.533,124.75
1496,Tagoloan II,Lanao del Sur,BARMM,8.10917,124.43917
1497,Tagudin,Ilocos Sur,REGION I ,16.933,120.45
1498,Taguig,Metro Manila,NCR,14.52,121.05
1499,Tagum City,Davao del Norte,REGION XI ,7.45,125.8
1500,Talacogon,Agusan del Sur,REGION XIII ,8.45,125.783
1501,Talaingod,Davao del Norte,REGION XI ,7.617,125.617
1502,Talakag,Bukidnon,REGION X ,8.233,124.6
1503,Talalora,Samar,REGION VIII ,11.517,124.85
1504,Talavera,Nueva Ecija,REGION III ,15.583,120.917
1505,Talayan,Maguindanao,BARMM,6.96667,124.41667
1506,Talibon,Bohol,REGION VII ,10.12,124.28
1507,Talipao,Sulu,BARMM,5.933,121.1
1508,Talisay,Batangas,REGION IV-A ,14.1,121.017
1509,Talisay,Camarines Norte,REGION V ,14.133,122.917
1510,Talisay City,Cebu,REGION VII ,10.25,123.83
1511,Talisay City,Negros Occidental,REGION VI ,10.733,122.967
1512,Talisayan,Misamis Oriental,REGION X ,8.99167,124.88333
1513,Talitay,Maguindanao,BARMM,6.99667,124.70528
1514,Talugtug,Nueva Ecija,REGION III ,15.77889,120.81111
1515,Talusan,Zamboanga Sibugay,REGION IX ,7.333,122.883
1516,Tambulig,Zamboanga del Sur,REGION IX ,8.067,123.533
1517,Tampakan,South Cotabato,REGION XII ,6.45,124.933
1518,Tamparan,Lanao del Sur,BARMM,7.883,124.333
1519,Tampilisan,Zamboanga del Norte,REGION IX ,8.017,122.683
1520,Tanauan,Leyte,REGION VIII ,11.12,125.02
1521,Tanauan City,Batangas,REGION IV-A ,14.083,121.15
1522,Tanay,Rizal,REGION IV-A ,14.5,121.283
1523,Tandag City,Surigao del Sur,REGION XIII ,9.067,126.183
1524,Tandubas,Tawi-Tawi,BARMM,5.25,120.283
1525,Tangalan,Aklan,REGION VI ,11.767,122.25
1526,Tangcal,Lanao del Norte,REGION X ,8,124
1527,Tangub City,Misamis Occidental,REGION X ,8.067,123.75
1528,Tanjay City,Negros Oriental,REGION VII ,9.517,123.1583
1529,Tantangan,South Cotabato,REGION XII ,6.617,124.75
1530,Tanudan,Kalinga,CAR,17.3,121.233
1531,Tanza,Cavite,REGION IV-A ,14.4,120.833
1532,Tapaz,Capiz,REGION VI ,11.267,122.533
1533,Tapul,Sulu,BARMM,5.717,120.9
1534,Taraka,Lanao del Sur,BARMM,7.9,124.35
1535,Tarangnan,Samar,REGION VIII ,11.9,124.75
1536,Tarlac City,Tarlac,REGION III ,15.467,120.583
1537,Tarragona,Davao Oriental,REGION XI ,7.05,126.45
1538,Tayabas City,Quezon,REGION IV-A ,14.017,121.583
1539,Tayasan,Negros Oriental,REGION VII ,9.917,123.15
1540,Taysan,Batangas,REGION IV-A ,13.74194,121.22306
1541,Taytay,Palawan,REGION IV-B ,10.817,119.517
1542,Taytay,Rizal,REGION IV-A ,14.567,121.133
1543,Tayug,Pangasinan,REGION I ,16.02361,120.74778
1544,Tayum,Abra,CAR,17.617,120.65
1545,Tboli,South Cotabato,REGION XII ,6.1468,124.9066
1546,Teresa,Rizal,REGION IV-A ,14.567,121.2
1547,Ternate,Cavite,REGION IV-A ,14.283,120.717
1548,Tiaong,Quezon,REGION IV-A ,13.95,121.317
1549,Tibiao,Antique,REGION VI ,11.283,122.05
1550,Tigaon,Camarines Sur,REGION V ,13.633,123.5
1551,Tigbao,Zamboanga del Sur,REGION IX ,7.817,123.283
1552,Tigbauan,Iloilo,REGION VI ,10.717,122.383
1553,Tinambac,Camarines Sur,REGION V ,13.817,123.333
1554,Tineg,Abra,CAR,17.767,120.933
1555,Tinglayan,Kalinga,CAR,17.283,121.167
1556,Tingloy,Batangas,REGION IV-A ,13.65,120.867
1557,Tinoc,Ifugao,CAR,16.7,120.9
1558,Tipo-Tipo,Basilan,BARMM,6.533,122.167
1559,Titay,Zamboanga Sibugay,REGION IX ,7.85,122.55
1560,Tiwi,Albay,REGION V ,13.45,123.683
1561,Tobias Fornier,Antique,REGION VI ,10.517,121.95
1562,Toboso,Negros Occidental,REGION VI ,10.717,123.517
1563,Toledo City,Cebu,REGION VII ,10.38,123.65
1564,Tolosa,Leyte,REGION VIII ,11.033,125.017
1565,Tomas Oppus,Southern Leyte,REGION VIII ,10.25,124.983
1566,Torrijos,Marinduque,REGION IV-B ,13.317,122.083
1567,Trece Martires City,Cavite,REGION IV-A ,14.283,120.85
1568,Trento,Agusan del Sur,REGION XIII ,8.05,126.067
1569,Trinidad,Bohol,REGION VII ,10.05,124.35
1570,Tuao,Cagayan,REGION II ,17.733,121.45
1571,Tuba,Benguet,CAR,16.317,120.55
1572,Tubajon,Dinagat Islands,REGION XIII ,10.3,125.567
1573,Tubao,La Union,REGION I ,16.35,120.417
1574,Tubaran,Lanao del Sur,BARMM,7.717,124.167
1575,Tubay,Agusan del Norte,REGION XIII ,9.167,125.533
1576,Tubigon,Bohol,REGION VII ,9.95,123.97
1577,Tublay,Benguet,CAR,16.517,120.617
1578,Tubo,Abra,CAR,17.167,120.717
1579,Tubod,Lanao del Norte,REGION X ,8.05,123.8
1580,Tubod,Dinagat Islands,REGION XIII ,9.567,125.567
1581,Tubungan,Iloilo,REGION VI ,10.783,122.3
1582,Tuburan,Basilan,BARMM,6.6,122.2
1583,Tuburan,Cebu,REGION VII ,10.73,123.83
1584,Tudela,Cebu,REGION VII ,10.63,124.47
1585,Tudela,Misamis Occidental,REGION X ,8.25,123.833
1586,Tugaya,Lanao del Sur,BARMM,7.883,124.167
1587,Tuguegarao City,Cagayan,REGION II ,17.617,121.717
1588,Tukuran,Zamboanga del Sur,REGION IX ,7.85,123.583
1589,Tulunan,North Cotabato,REGION XII ,6.833,124.883
1590,Tumauini,Isabela,REGION II ,17.267,121.8
1591,Tunga,Leyte,REGION VIII ,11.25,124.75
1592,Tungawan,Zamboanga Sibugay,REGION IX ,7.5,122.367
1593,Tupi,South Cotabato,REGION XII ,6.333,124.95
1594,Turtle Islands,Tawi-Tawi,BARMM,6.083,118.317
1595,Tuy,Batangas,REGION IV-A ,14.017,120.733
1596,Ubay,Bohol,REGION VII ,10.05,124.47
1597,Umingan,Pangasinan,REGION I ,15.9,120.8
1598,Ungkaya Pukan,Basilan,BARMM,6.5,122.117
1599,Unisan,Quezon,REGION IV-A ,13.833,121.983
1600,Upi,Maguindanao,BARMM,7.02889,124.165
1601,Urbiztondo,Pangasinan,REGION I ,15.817,120.35
1602,Urdaneta City,Pangasinan,REGION I ,15.97611,120.57111
1603,Uson,Masbate,REGION V ,12.217,123.783
1604,Uyugan,Batanes,REGION II ,20.35,121.933
1605,Valderrama,Antique,REGION VI ,11,122.133
1606,Valencia,Bohol,REGION VII ,9.62,124.2
1607,Valencia,Negros Oriental,REGION VII ,9.283,123.25
1608,Valencia City,Bukidnon,REGION X ,7.9,125.083
1609,Valenzuela City,Metro Manila,NCR,14.7011,120.983
1610,Valladolid,Negros Occidental,REGION VI ,10.467,122.833
1611,Vallehermoso,Negros Oriental,REGION VII ,10.333,123.317
1612,Veruela,Agusan del Sur,REGION XIII ,8.033,125.9
1613,Victoria,Laguna,REGION IV-A ,14.22694,121.32806
1614,Victoria,Northern Samar,REGION VIII ,12.45,124.317
1615,Victoria,Oriental Mindoro,REGION IV-B ,13.367,121.2
1616,Victoria,Tarlac,REGION III ,15.57806,120.68194
1617,Victorias City,Negros Occidental,REGION VI ,10.9,123.083
1618,Viga,Catanduanes,REGION V ,13.867,124.3
1619,Vigan City,Ilocos Sur,REGION I ,17.57,120.38
1620,Villaba,Leyte,REGION VIII ,11.217,124.4
1621,Villanueva,Misamis Oriental,REGION X ,8.583,124.783
1622,Villareal,Samar,REGION VIII ,11.567,124.933
1623,Villasis,Pangasinan,REGION I ,15.9,120.583
1624,Villaverde,Nueva Vizcaya,REGION II ,16.583,121.2
1625,Villaviciosa,Abra,CAR,17.433,120.633
1626,Vincenzo A. Sagun,Zamboanga del Sur,REGION IX ,7.517,123.167
1627,Vintar,Ilocos Norte,REGION I ,18.23,120.64194
1628,Vinzons,Camarines Norte,REGION V ,14.183,122.9
1629,Virac,Catanduanes,REGION V ,13.583,124.233
1630,Wao,Lanao del Sur,BARMM,7.683,124.683
1631,Zamboanga City,Zamboanga del Sur,REGION IX ,6.9214,122.079
1632,Zamboanguita,Negros Oriental,REGION VII ,9.117,123.2
1633,Zaragoza,Nueva Ecija,REGION III ,15.45306,120.79111
1634,Zarraga,Iloilo,REGION VI ,10.817,122.6
1635,Zumarraga,Samar,REGION VIII ,11.633,124.85
